text,source,context_text,hate_speech,sexist,threat,bullying,toxic,hate_speech_mask,sexist_mask,threat_mask,bullying_mask,toxic_mask
এই পাগল কখন কি করে আল্লাহ্ তায়ালা ছাড়া কেউ জানে না😆🙃😃😄,banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
আমাদের পাবনা হাসপাতালে পাঠিয়ে দেন,banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
উনি বিশ্বের উন্নতম শক্তিধর দেশের প্রেসিডেন্ট,banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,0,0,0,0,0,1
ওরে দেখলে বুঝা যায় সে ১৫ দিন গোছল করে না,banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
কি একটা অবস্থা,banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,0,0,0,0,0,1
পাগলের সুখ বেশি পানিতে,banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
পাগলা,banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
বিশ্বের ঐতিহাসিক উন্মাদ।,banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
শালা একটা আস্ত শুয়োরের বাচ্চা,banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
শালা মনে হয় পায়খানা করার পর পানি দিয়ে ধুয়ে ফেলেনা মন হয়,banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
মাথার তার কয়টা কাটা কে জানে।🤔🤔,banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
"কাম সারছে, হাগাতেও পানি নেয়না এখন গোসলেও পানি নিবেনা। শুভকামনা নব মার্কিন দম্পতিদের জন্য😂",banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
হ্লার পুত আস্ত পাগল,banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
তারা আবার প্রিডম এর কথা বলে,banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
সভ্য দেশে অসভ্য প্রসিডেন্ট।???,banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
"এই বদমায়েশের কারনে গাঁজা আজ মৃত্যু পুরী। মনে হয় হ্লা পাগল হয়ে মরবে,ওর মাথায় মনে হচ্ছে গন্ডগোল শুরু হয়ে গেছে।",banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
শালা যদি পাবনা এনে একটা দিন রাখা যাইতো,banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
"কিছুদিন পর বলবে,, টয়লেটে পায়খানা করার সময় কোন প্রকার আওয়াজ হতে পারবেনা,,এ ধরনের নির্বাহী আদেশ ও নিয়ে আসতে পারে এ লাল কুtta,",banglatoco,"গোসলে পানি ব্যবহারের সীমা তুলে নির্বাহী আদেশ ট্রাম্পের দ্বিতীয় মেয়াদে গত ২০ জানুয়ারি যুক্তরাষ্ট্রের প্রেসিডেন্টের দায়িত্ব নেওয়ার পর থেকে একের পর এক নির্বাহী আদেশ জারি করে যাচ্ছেন ডোনাল্ড ট্রাম্প। স্থানীয় সময় গত বুধবার ব্যতিক্রমী এক নির্বাহী আদেশ জারি করেছেন তিনি। নির্বাহী আদেশের মাধ্যমে গোসলের সময় পানির চাপের যে সীমা বেঁধে দেওয়া ছিল, তা প্রত্যাহার করে নিয়েছেন ট্রাম্প।হোয়াইট হাউসের ওভাল অফিসে এই নির্বাহী আদেশ জারির সময় ট্রাম্প সাংবাদিকদের বলেন, ‘আমার ক্ষেত্রে আমি সুন্দরভাবে গোসল করতে চাই। আমার দারুণ চুলগুলোর যত্ন নিতে চাই। কিন্তু চুল ভেজার জন্য আমাকে পানির নিচে ১৫ মিনিট অপেক্ষা করতে হয়। পানি পড়ে ফোঁটায় ফোঁটায়। এটা হাস্যকর।’পানি সংরক্ষণে মার্কিন যে নীতি, সে অনুযায়ী গোসলের ক্ষেত্রে প্রতি মিনিটে আড়াই গ্যালন করে পানি বের হতো। ট্রাম্পের নির্বাহী আদেশের কারণে এই সীমা এখন আর থাকবে না।",-1,-1,-1,-1,1,0,0,0,0,1
